id,time,temperature,humidity
8,2021-09-15 01:29:35,19.35,54
9,2021-09-15 01:29:35,16.91,92
10,2021-09-15 01:29:35,17.87,90
1,2021-09-15 01:29:50,39.65,89
2,2021-09-15 01:29:50,26.06,86
3,2021-09-15 01:29:50,41.64,85
5,2021-09-15 01:29:50,-9.29,71
6,2021-09-15 01:29:50,24.34,79
1,2021-09-15 01:31:13,26.16,64
4,2021-09-15 01:31:13,6.6,83
5,2021-09-15 01:31:13,7.4,67
7,2021-09-15 01:31:13,-6.62,65
8,2021-09-15 01:31:13,6.55,57
9,2021-09-15 01:31:13,33.83,64
10,2021-09-15 01:31:13,-3.89,82
3,2021-09-15 01:32:57,6.15,45
9,2021-09-15 01:32:57,40.32,47
10,2021-09-15 01:32:57,-3.0,77
5,2021-09-15 01:33:15,36.62,80
6,2021-09-15 01:33:15,31.33,91
7,2021-09-15 01:33:15,-4.02,43
10,2021-09-15 01:33:15,13.78,75
1,2021-09-15 01:34:58,4.3,91
2,2021-09-15 01:34:58,-9.57,88
3,2021-09-15 01:34:58,30.65,74
8,2021-09-15 01:34:58,0.41,58
2,2021-09-15 01:36:45,17.36,55
3,2021-09-15 01:36:45,44.98,84
4,2021-09-15 01:36:45,42.56,72
9,2021-09-15 01:36:45,16.36,60
10,2021-09-15 01:36:45,13.02,69
1,2021-09-15 01:37:14,12.84,43
3,2021-09-15 01:37:14,-6.08,82
4,2021-09-15 01:37:14,21.4,80
5,2021-09-15 01:37:14,30.62,43
7,2021-09-15 01:37:14,47.88,52
2,2021-09-15 01:38:32,45.2,67
3,2021-09-15 01:38:32,0.94,77
4,2021-09-15 01:38:32,-6.58,47
6,2021-09-15 01:38:32,33.06,57
8,2021-09-15 01:38:32,12.82,78
10,2021-09-15 01:38:32,-2.75,47
1,2021-09-15 01:40:19,43.69,56
3,2021-09-15 01:40:19,5.57,76
4,2021-09-15 01:40:19,4.31,48
5,2021-09-15 01:40:19,25.4,73
6,2021-09-15 01:40:19,47.45,81
8,2021-09-15 01:40:19,-2.02,63
1,2021-09-15 01:41:45,50.69,47
4,2021-09-15 01:41:45,22.72,84
6,2021-09-15 01:41:45,-1.89,57
10,2021-09-15 01:41:45,11.99,50
2,2021-09-15 01:43:16,42.38,68
4,2021-09-15 01:43:16,30.1,54
5,2021-09-15 01:43:16,38.82,46
7,2021-09-15 01:43:16,-2.8,64
8,2021-09-15 01:43:16,-3.43,95
9,2021-09-15 01:43:16,33.32,93
1,2021-09-15 01:44:58,25.63,80
2,2021-09-15 01:44:58,19.29,49
8,2021-09-15 01:44:58,15.11,42
9,2021-09-15 01:44:58,11.12,92
1,2021-09-15 01:45:10,21.81,47
2,2021-09-15 01:45:10,43.55,54
3,2021-09-15 01:45:10,37.43,92
6,2021-09-15 01:45:10,14.48,55
7,2021-09-15 01:45:10,33.65,53
10,2021-09-15 01:45:10,26.35,51
2,2021-09-15 01:45:30,15.66,79
9,2021-09-15 01:45:30,-5.64,94
10,2021-09-15 01:45:30,30.22,42
4,2021-09-15 01:46:51,6.55,83
7,2021-09-15 01:46:51,13.63,48
9,2021-09-15 01:46:51,-2.84,53
10,2021-09-15 01:46:51,-5.17,50
1,2021-09-15 01:48:49,20.21,82
2,2021-09-15 01:48:49,17.97,67
4,2021-09-15 01:48:49,-7.52,80
6,2021-09-15 01:48:49,28.77,84
7,2021-09-15 01:48:49,40.84,80
10,2021-09-15 01:48:49,-7.31,90
1,2021-09-15 01:49:37,10.42,59
3,2021-09-15 01:49:37,38.08,75
4,2021-09-15 01:49:37,50.84,78
9,2021-09-15 01:49:37,35.81,69
1,2021-09-15 01:50:15,28.59,55
4,2021-09-15 01:50:15,50.73,83
9,2021-09-15 01:50:15,1.65,80
1,2021-09-15 01:51:20,50.56,85
2,2021-09-15 01:51:20,2.84,75
3,2021-09-15 01:51:20,46.55,62
6,2021-09-15 01:51:20,24.2,54
9,2021-09-15 01:51:20,34.85,66
10,2021-09-15 01:51:20,32.27,62
2,2021-09-15 01:52:14,46.68,45
3,2021-09-15 01:52:14,38.53,81
5,2021-09-15 01:52:14,23.28,59
7,2021-09-15 01:52:14,1.09,94
8,2021-09-15 01:52:14,22.89,45
9,2021-09-15 01:52:14,42.19,58
1,2021-09-15 01:53:21,23.77,48
3,2021-09-15 01:53:21,24.42,62
4,2021-09-15 01:53:21,5.06,60
7,2021-09-15 01:53:21,21.42,54
8,2021-09-15 01:53:21,34.69,40
10,2021-09-15 01:53:21,-8.06,52
4,2021-09-15 01:53:52,37.31,45
6,2021-09-15 01:53:52,8.19,44
5,2021-09-15 01:54:23,37.47,53
7,2021-09-15 01:54:23,4.58,59
9,2021-09-15 01:54:23,-9.91,42
3,2021-09-15 01:55:53,47.6,54
4,2021-09-15 01:55:53,31.86,77
6,2021-09-15 01:55:53,34.24,48
8,2021-09-15 01:55:53,36.73,54
9,2021-09-15 01:55:53,27.47,64
10,2021-09-15 01:55:53,22.36,76
3,2021-09-15 01:56:39,-1.45,84
7,2021-09-15 01:56:39,1.54,64
8,2021-09-15 01:56:39,37.44,56
10,2021-09-15 01:56:39,-1.57,70
1,2021-09-15 01:56:52,1.47,93
2,2021-09-15 01:56:52,45.09,72
6,2021-09-15 01:56:52,2.74,55
9,2021-09-15 01:56:52,-5.02,81
2,2021-09-15 01:57:33,43.31,45
3,2021-09-15 01:57:33,4.02,79
4,2021-09-15 01:57:33,44.63,80
5,2021-09-15 01:57:33,21.28,61
6,2021-09-15 01:57:33,16.22,83
8,2021-09-15 01:57:33,0.53,56
9,2021-09-15 01:57:33,46.46,62
10,2021-09-15 01:57:33,39.2,82
1,2021-09-15 01:58:14,47.11,41
3,2021-09-15 01:58:14,-7.25,79
5,2021-09-15 01:58:14,4.74,88
6,2021-09-15 01:58:14,28.29,86
7,2021-09-15 01:58:14,37.82,53
9,2021-09-15 01:58:14,46.83,41
10,2021-09-15 01:58:14,45.55,52
1,2021-09-15 01:59:04,50.04,71
2,2021-09-15 01:59:04,8.95,63
3,2021-09-15 01:59:04,10.28,83
4,2021-09-15 01:59:04,24.55,61
6,2021-09-15 01:59:04,37.99,80
9,2021-09-15 01:59:04,27.11,62
10,2021-09-15 01:59:04,10.95,84
3,2021-09-15 01:59:08,5.92,45
5,2021-09-15 01:59:08,38.85,63
6,2021-09-15 01:59:08,22.99,63
9,2021-09-15 01:59:08,-7.79,61
10,2021-09-15 01:59:08,8.51,86
3,2021-09-15 01:59:11,14.59,42
4,2021-09-15 01:59:11,29.45,75
3,2021-09-15 01:59:33,35.06,90
5,2021-09-15 01:59:33,-8.05,57
6,2021-09-15 01:59:33,6.95,78
7,2021-09-15 01:59:33,41.12,61
8,2021-09-15 01:59:33,26.33,90
9,2021-09-15 01:59:33,44.89,75
3,2021-09-15 02:01:24,30.37,94
8,2021-09-15 02:01:24,11.02,44
1,2021-09-15 02:02:45,6.17,72
2,2021-09-15 02:02:45,13.55,65
4,2021-09-15 02:02:45,45.39,80
6,2021-09-15 02:02:45,47.0,85
9,2021-09-15 02:02:45,32.54,81
1,2021-09-15 02:03:34,-8.37,41
3,2021-09-15 02:03:34,40.87,70
4,2021-09-15 02:03:34,-6.36,62
5,2021-09-15 02:03:34,41.32,79
6,2021-09-15 02:03:34,12.73,76
8,2021-09-15 02:03:34,-4.56,64
10,2021-09-15 02:03:34,30.36,84
4,2021-09-15 02:03:48,16.12,72
6,2021-09-15 02:03:48,19.99,93
7,2021-09-15 02:03:48,47.76,50
10,2021-09-15 02:03:48,-9.92,80
1,2021-09-15 02:04:39,4.5,49
2,2021-09-15 02:04:39,20.86,43
4,2021-09-15 02:04:39,44.37,70
5,2021-09-15 02:04:39,-7.37,55
8,2021-09-15 02:04:39,7.54,89
10,2021-09-15 02:04:39,15.89,95
1,2021-09-15 02:05:36,27.12,87
3,2021-09-15 02:05:36,-0.21,51
4,2021-09-15 02:05:36,30.58,58
6,2021-09-15 02:05:36,27.87,40
10,2021-09-15 02:05:36,40.68,54
1,2021-09-15 02:06:42,46.54,70
2,2021-09-15 02:06:42,6.32,78
3,2021-09-15 02:06:42,28.33,93
5,2021-09-15 02:06:42,25.27,56
6,2021-09-15 02:06:42,6.57,52
8,2021-09-15 02:06:42,4.87,75
10,2021-09-15 02:06:42,33.04,46
1,2021-09-15 02:08:27,46.49,46
2,2021-09-15 02:08:27,4.91,43
3,2021-09-15 02:08:27,38.09,72
5,2021-09-15 02:08:27,6.97,53
6,2021-09-15 02:08:27,6.23,66
7,2021-09-15 02:08:27,16.19,63
9,2021-09-15 02:08:27,19.78,70
10,2021-09-15 02:08:27,37.26,46
1,2021-09-15 02:10:02,17.75,58
2,2021-09-15 02:10:02,32.47,83
3,2021-09-15 02:10:02,9.81,56
6,2021-09-15 02:10:02,30.19,93
7,2021-09-15 02:10:02,48.59,95
10,2021-09-15 02:10:02,19.78,66
1,2021-09-15 02:11:26,1.09,94
2,2021-09-15 02:11:26,16.36,52
6,2021-09-15 02:11:26,1.74,75
7,2021-09-15 02:11:26,24.83,61
1,2021-09-15 02:11:33,2.89,81
2,2021-09-15 02:11:33,38.95,55
3,2021-09-15 02:11:33,47.57,76
4,2021-09-15 02:11:33,1.97,71
5,2021-09-15 02:11:33,-6.01,63
6,2021-09-15 02:11:33,-0.57,76
7,2021-09-15 02:11:33,11.18,44
9,2021-09-15 02:11:33,37.12,57
6,2021-09-15 02:11:59,27.21,66
7,2021-09-15 02:11:59,-6.2,95
9,2021-09-15 02:11:59,14.69,45
2,2021-09-15 02:12:55,26.46,92
4,2021-09-15 02:12:55,-4.26,80
7,2021-09-15 02:12:55,33.52,65
8,2021-09-15 02:12:55,25.29,51
3,2021-09-15 02:14:38,50.96,62
5,2021-09-15 02:14:38,22.73,51
6,2021-09-15 02:14:38,23.66,55
10,2021-09-15 02:14:38,2.78,65
3,2021-09-15 02:14:54,39.78,66
4,2021-09-15 02:14:54,47.17,53
5,2021-09-15 02:14:54,48.38,44
7,2021-09-15 02:14:54,44.18,50
3,2021-09-15 02:16:36,8.86,77
5,2021-09-15 02:16:36,5.42,65
7,2021-09-15 02:16:36,7.81,89
9,2021-09-15 02:16:36,15.38,60
10,2021-09-15 02:16:36,11.92,91
1,2021-09-15 02:18:16,-8.29,94
2,2021-09-15 02:18:16,40.62,85
4,2021-09-15 02:18:16,14.74,78
5,2021-09-15 02:18:16,36.64,93
6,2021-09-15 02:18:16,35.56,49
8,2021-09-15 02:18:16,1.02,90
10,2021-09-15 02:18:16,45.08,54
3,2021-09-15 02:19:21,32.35,75
5,2021-09-15 02:19:21,42.73,59
8,2021-09-15 02:19:21,16.08,69
9,2021-09-15 02:19:21,-5.78,62
10,2021-09-15 02:19:21,36.17,43
2,2021-09-15 02:21:02,4.18,40
3,2021-09-15 02:21:02,-9.24,68
4,2021-09-15 02:21:02,-2.13,64
5,2021-09-15 02:21:02,49.83,75
7,2021-09-15 02:21:02,48.09,53
8,2021-09-15 02:21:02,39.24,69
10,2021-09-15 02:21:02,44.8,79
7,2021-09-15 02:22:29,28.16,92
1,2021-09-15 02:24:19,-9.47,51
2,2021-09-15 02:24:19,3.99,52
3,2021-09-15 02:24:19,24.72,54
4,2021-09-15 02:24:19,42.26,90
5,2021-09-15 02:24:19,14.39,93
6,2021-09-15 02:24:19,45.78,65
8,2021-09-15 02:24:19,48.98,59
9,2021-09-15 02:24:19,11.87,42
2,2021-09-15 02:25:16,50.03,50
5,2021-09-15 02:25:16,18.45,94
8,2021-09-15 02:25:16,5.46,51
4,2021-09-15 02:25:46,41.74,69
6,2021-09-15 02:25:46,25.16,59
9,2021-09-15 02:25:46,20.13,66
10,2021-09-15 02:25:46,32.59,81
2,2021-09-15 02:27:06,13.34,75
3,2021-09-15 02:27:06,24.38,75
5,2021-09-15 02:27:06,7.4,75
1,2021-09-15 02:28:03,8.88,54
3,2021-09-15 02:28:03,9.03,50
5,2021-09-15 02:28:03,-1.77,40
6,2021-09-15 02:28:03,10.94,50
7,2021-09-15 02:28:03,46.35,80
8,2021-09-15 02:28:03,43.86,93
10,2021-09-15 02:28:03,7.98,95
3,2021-09-15 02:28:51,-9.09,58
4,2021-09-15 02:28:51,20.97,61
5,2021-09-15 02:28:51,-5.4,51
9,2021-09-15 02:28:51,16.66,51
1,2021-09-15 02:29:27,-7.83,58
2,2021-09-15 02:29:27,11.41,46
7,2021-09-15 02:29:27,19.78,74
10,2021-09-15 02:29:27,30.53,67
1,2021-09-15 02:31:25,32.2,65
2,2021-09-15 02:31:25,32.92,65
4,2021-09-15 02:31:25,12.43,71
6,2021-09-15 02:31:25,30.47,60
9,2021-09-15 02:31:25,27.66,55
10,2021-09-15 02:31:25,-9.21,53
5,2021-09-15 02:32:46,-6.51,61
6,2021-09-15 02:32:46,25.97,79
7,2021-09-15 02:32:46,21.23,44
3,2021-09-15 02:33:15,16.52,75
6,2021-09-15 02:33:15,-1.56,64
1,2021-09-15 02:34:33,43.64,73
4,2021-09-15 02:34:33,11.86,49
5,2021-09-15 02:34:33,13.47,78
1,2021-09-15 02:36:07,35.48,63
2,2021-09-15 02:36:07,22.98,94
4,2021-09-15 02:36:07,-6.7,41
6,2021-09-15 02:36:07,37.4,68
7,2021-09-15 02:36:07,46.44,93
10,2021-09-15 02:36:07,7.32,48
1,2021-09-15 02:37:32,40.38,86
3,2021-09-15 02:37:32,29.7,52
5,2021-09-15 02:37:32,47.25,88
7,2021-09-15 02:37:32,39.15,56
8,2021-09-15 02:37:32,-2.72,41
9,2021-09-15 02:37:32,-8.27,78
10,2021-09-15 02:37:32,33.51,57
4,2021-09-15 02:37:53,-3.94,66
7,2021-09-15 02:37:53,0.6,49
10,2021-09-15 02:37:53,23.61,87
1,2021-09-15 02:38:35,11.91,43
3,2021-09-15 02:38:35,3.28,62
4,2021-09-15 02:38:35,10.84,83
7,2021-09-15 02:38:35,30.37,78
8,2021-09-15 02:38:35,12.8,44
9,2021-09-15 02:38:35,27.24,64
10,2021-09-15 02:38:35,12.18,81
1,2021-09-15 02:40:33,2.87,88
4,2021-09-15 02:40:33,30.42,78
5,2021-09-15 02:40:33,22.25,55
8,2021-09-15 02:40:33,0.6,56
9,2021-09-15 02:40:33,1.44,56
3,2021-09-15 02:41:31,26.02,53
4,2021-09-15 02:41:31,2.93,89
6,2021-09-15 02:41:31,42.34,41
10,2021-09-15 02:41:31,6.57,87
6,2021-09-15 02:42:29,27.45,84
7,2021-09-15 02:42:29,48.68,70
8,2021-09-15 02:42:29,10.35,57
10,2021-09-15 02:42:29,-8.43,47
1,2021-09-15 02:43:39,27.14,70
4,2021-09-15 02:43:39,2.63,84
8,2021-09-15 02:43:39,32.02,52
9,2021-09-15 02:43:39,24.63,93
10,2021-09-15 02:43:39,4.52,69
3,2021-09-15 02:44:16,-8.47,45
5,2021-09-15 02:44:16,41.56,65
6,2021-09-15 02:44:16,-8.56,90
7,2021-09-15 02:44:16,-5.4,42
8,2021-09-15 02:44:16,36.97,50
10,2021-09-15 02:44:16,18.62,95
1,2021-09-15 02:44:36,16.09,78
2,2021-09-15 02:44:36,33.07,60
7,2021-09-15 02:44:36,41.88,72
8,2021-09-15 02:44:36,48.75,69
9,2021-09-15 02:44:36,31.43,60
10,2021-09-15 02:44:36,9.59,64
3,2021-09-15 02:44:58,43.94,64
4,2021-09-15 02:44:58,11.81,47
7,2021-09-15 02:44:58,14.54,77
8,2021-09-15 02:44:58,49.02,90
10,2021-09-15 02:44:58,48.66,68
2,2021-09-15 02:46:13,15.59,95
3,2021-09-15 02:46:13,20.9,61
5,2021-09-15 02:46:13,-6.84,70
6,2021-09-15 02:46:13,1.23,46
7,2021-09-15 02:46:13,10.15,69
8,2021-09-15 02:46:13,30.14,94
2,2021-09-15 02:47:49,4.72,60
3,2021-09-15 02:47:49,26.09,58
4,2021-09-15 02:47:49,4.32,47
6,2021-09-15 02:47:49,-6.82,93
8,2021-09-15 02:47:49,0.44,84
9,2021-09-15 02:47:49,-5.92,42
10,2021-09-15 02:47:49,44.07,72
1,2021-09-15 02:48:21,2.78,89
5,2021-09-15 02:48:21,-3.78,66
8,2021-09-15 02:48:21,50.22,57
1,2021-09-15 02:49:30,49.42,55
3,2021-09-15 02:49:30,-2.55,65
6,2021-09-15 02:49:30,8.43,48
7,2021-09-15 02:49:30,-9.91,58
8,2021-09-15 02:49:30,-5.74,86
3,2021-09-15 02:50:40,9.82,66
4,2021-09-15 02:50:40,-2.66,85
9,2021-09-15 02:50:40,45.93,89
10,2021-09-15 02:50:40,12.42,79
1,2021-09-15 02:52:25,14.56,89
4,2021-09-15 02:52:25,27.69,85
6,2021-09-15 02:52:25,-5.57,81
7,2021-09-15 02:52:25,5.57,89
10,2021-09-15 02:52:25,2.77,40
3,2021-09-15 02:53:12,27.63,77
4,2021-09-15 02:53:12,-2.17,86
6,2021-09-15 02:53:12,26.21,89
7,2021-09-15 02:53:12,-3.07,49
8,2021-09-15 02:53:12,43.17,65
3,2021-09-15 02:54:47,43.55,80
4,2021-09-15 02:54:47,1.34,89
5,2021-09-15 02:54:47,7.04,78
8,2021-09-15 02:54:47,36.3,69
9,2021-09-15 02:54:47,35.82,53
1,2021-09-15 02:54:58,23.55,89
7,2021-09-15 02:54:58,18.4,62
8,2021-09-15 02:54:58,9.42,72
9,2021-09-15 02:54:58,5.67,50
1,2021-09-15 02:55:23,-5.17,51
3,2021-09-15 02:55:23,15.39,57
5,2021-09-15 02:55:23,38.88,67
6,2021-09-15 02:55:23,44.86,81
7,2021-09-15 02:55:23,37.93,65
2,2021-09-15 02:55:48,10.33,74
4,2021-09-15 02:55:48,47.02,68
5,2021-09-15 02:55:48,1.05,46
7,2021-09-15 02:55:48,-5.88,79
9,2021-09-15 02:55:48,22.15,48
3,2021-09-15 02:57:09,42.46,44
4,2021-09-15 02:57:09,39.96,48
6,2021-09-15 02:57:09,16.29,80
7,2021-09-15 02:57:09,22.33,84
9,2021-09-15 02:57:09,21.89,74
10,2021-09-15 02:57:09,11.27,43
2,2021-09-15 02:57:30,-3.45,84
4,2021-09-15 02:57:30,2.03,59
8,2021-09-15 02:57:30,27.23,77
9,2021-09-15 02:57:30,47.76,42
10,2021-09-15 02:57:30,30.9,90
3,2021-09-15 02:57:40,45.79,62
4,2021-09-15 02:57:40,8.55,40
6,2021-09-15 02:57:40,4.88,91
7,2021-09-15 02:57:40,-6.08,67
9,2021-09-15 02:57:40,46.83,57
1,2021-09-15 02:58:46,17.85,71
5,2021-09-15 02:58:46,17.06,56
6,2021-09-15 02:58:46,28.7,66
9,2021-09-15 02:58:46,10.92,79
10,2021-09-15 02:58:46,44.68,61
1,2021-09-15 03:00:11,35.71,89
5,2021-09-15 03:00:11,37.8,71
7,2021-09-15 03:00:11,25.3,84
8,2021-09-15 03:00:11,49.91,45
3,2021-09-15 03:01:27,0.83,92
4,2021-09-15 03:01:27,1.02,80
5,2021-09-15 03:01:27,22.9,90
6,2021-09-15 03:01:27,42.52,91
9,2021-09-15 03:01:27,50.04,81
10,2021-09-15 03:01:27,36.33,91
1,2021-09-15 03:01:40,28.77,78
2,2021-09-15 03:01:40,40.54,91
4,2021-09-15 03:01:40,29.51,43
5,2021-09-15 03:01:40,4.99,54
6,2021-09-15 03:01:40,36.84,92
8,2021-09-15 03:01:40,36.82,80
10,2021-09-15 03:01:40,39.06,66
1,2021-09-15 03:02:06,3.0,41
4,2021-09-15 03:02:06,36.75,47
6,2021-09-15 03:02:06,19.49,72
7,2021-09-15 03:02:06,21.52,56
1,2021-09-15 03:03:29,28.11,49
4,2021-09-15 03:03:29,26.82,59
7,2021-09-15 03:03:29,16.98,71
2,2021-09-15 03:03:55,19.93,42
4,2021-09-15 03:03:55,-9.66,45
10,2021-09-15 03:03:55,1.07,66
1,2021-09-15 03:05:36,8.1,59
2,2021-09-15 03:05:36,32.38,85
4,2021-09-15 03:05:36,-9.3,77
5,2021-09-15 03:05:36,-9.95,40
6,2021-09-15 03:05:36,37.99,95
10,2021-09-15 03:05:36,0.73,86
1,2021-09-15 03:06:42,37.74,57
1,2021-09-15 03:07:22,3.79,81
4,2021-09-15 03:07:22,7.8,42
5,2021-09-15 03:07:22,16.24,85
6,2021-09-15 03:07:22,27.22,42
7,2021-09-15 03:07:22,3.66,50
8,2021-09-15 03:07:22,23.04,63
9,2021-09-15 03:07:22,-4.12,58
8,2021-09-15 03:08:01,6.29,53
1,2021-09-15 03:08:39,49.49,50
3,2021-09-15 03:08:39,48.8,60
4,2021-09-15 03:08:39,27.04,84
7,2021-09-15 03:08:39,10.17,92
8,2021-09-15 03:08:39,9.22,87
9,2021-09-15 03:08:39,33.76,66
3,2021-09-15 03:10:05,24.0,71
5,2021-09-15 03:10:05,48.84,74
6,2021-09-15 03:10:05,33.62,73
7,2021-09-15 03:10:05,49.09,75
8,2021-09-15 03:10:05,9.87,65
1,2021-09-15 03:10:19,15.22,92
3,2021-09-15 03:10:19,-2.14,71
4,2021-09-15 03:10:19,27.95,71
5,2021-09-15 03:10:19,15.29,64
6,2021-09-15 03:10:19,1.83,51
7,2021-09-15 03:10:19,-5.44,72
10,2021-09-15 03:10:19,-6.5,92
8,2021-09-15 03:10:42,34.95,63
1,2021-09-15 03:11:42,29.56,69
2,2021-09-15 03:11:42,-8.6,95
4,2021-09-15 03:11:42,-2.68,70
5,2021-09-15 03:11:42,15.51,65
6,2021-09-15 03:11:42,-7.68,43
7,2021-09-15 03:11:42,14.74,90
8,2021-09-15 03:11:42,44.78,69
2,2021-09-15 03:11:56,23.48,66
6,2021-09-15 03:11:56,47.71,49
7,2021-09-15 03:11:56,22.65,75
9,2021-09-15 03:11:56,42.65,81
2,2021-09-15 03:13:25,0.71,85
3,2021-09-15 03:13:25,47.08,70
6,2021-09-15 03:13:25,1.72,71
7,2021-09-15 03:13:25,49.95,87
9,2021-09-15 03:13:25,2.75,48
4,2021-09-15 03:15:25,11.59,94
8,2021-09-15 03:15:25,43.57,95
1,2021-09-15 03:16:20,12.53,87
2,2021-09-15 03:16:20,22.95,63
3,2021-09-15 03:16:20,23.36,85
4,2021-09-15 03:16:20,-8.58,85
5,2021-09-15 03:16:20,40.59,55
6,2021-09-15 03:16:20,38.68,82
7,2021-09-15 03:16:20,23.26,83
9,2021-09-15 03:16:20,29.13,46
2,2021-09-15 03:16:45,45.62,91
3,2021-09-15 03:16:45,47.89,84
4,2021-09-15 03:16:45,41.57,68
5,2021-09-15 03:16:45,31.5,72
6,2021-09-15 03:16:45,24.78,86
9,2021-09-15 03:16:45,28.18,63
10,2021-09-15 03:16:45,1.95,53
1,2021-09-15 03:17:34,22.82,51
2,2021-09-15 03:17:34,34.83,66
4,2021-09-15 03:17:34,5.19,43
7,2021-09-15 03:17:34,34.91,62
8,2021-09-15 03:17:34,23.16,74
10,2021-09-15 03:17:34,27.65,75
1,2021-09-15 03:18:08,22.7,80
2,2021-09-15 03:18:08,41.18,70
3,2021-09-15 03:18:08,18.76,48
6,2021-09-15 03:18:08,21.78,91
8,2021-09-15 03:18:08,14.56,75
2,2021-09-15 03:18:45,37.41,49
4,2021-09-15 03:18:45,46.65,41
6,2021-09-15 03:18:45,5.09,63
8,2021-09-15 03:18:45,49.62,80
10,2021-09-15 03:18:45,33.48,42
1,2021-09-15 03:19:28,19.23,53
2,2021-09-15 03:19:28,13.24,76
3,2021-09-15 03:19:28,35.36,56
10,2021-09-15 03:19:28,50.4,93
1,2021-09-15 03:19:52,26.24,45
3,2021-09-15 03:19:52,45.37,64
4,2021-09-15 03:19:52,15.97,93
8,2021-09-15 03:19:52,30.18,93
9,2021-09-15 03:19:52,-5.05,40
6,2021-09-15 03:21:49,36.23,82
7,2021-09-15 03:21:49,12.67,43
8,2021-09-15 03:21:49,36.53,90
9,2021-09-15 03:21:49,37.45,70
2,2021-09-15 03:23:18,47.51,91
4,2021-09-15 03:23:18,49.19,67
6,2021-09-15 03:23:18,5.09,91
7,2021-09-15 03:23:18,15.84,86
8,2021-09-15 03:23:18,47.17,54
10,2021-09-15 03:23:18,14.35,87
1,2021-09-15 03:24:50,12.31,79
3,2021-09-15 03:24:50,42.42,93
4,2021-09-15 03:24:50,50.34,95
5,2021-09-15 03:24:50,16.79,90
6,2021-09-15 03:24:50,47.88,91
7,2021-09-15 03:24:50,18.03,56
8,2021-09-15 03:24:50,24.67,76
9,2021-09-15 03:24:50,-8.52,74
1,2021-09-15 03:25:39,26.82,72
2,2021-09-15 03:25:39,22.21,56
3,2021-09-15 03:25:39,-6.22,62
5,2021-09-15 03:25:39,43.4,49
6,2021-09-15 03:25:39,41.01,63
7,2021-09-15 03:25:39,23.93,48
8,2021-09-15 03:25:39,25.07,40
10,2021-09-15 03:25:39,21.86,64
10,2021-09-15 03:26:50,23.71,91
2,2021-09-15 03:28:06,18.8,91
3,2021-09-15 03:28:06,22.76,40
4,2021-09-15 03:28:06,-3.04,88
